store_code,id,price,availability
SUPREMAARTE,9727,30.9,in_stock
SUPREMAARTE,9729,29.9,in_stock
SUPREMAARTE,9830,19.9,in_stock
SUPREMAARTE,9836,19.9,in_stock
SUPREMAARTE,9925,22.9,in_stock
SUPREMAARTE,9928,16.5,in_stock
SUPREMAARTE,9936,20.5,in_stock
SUPREMAARTE,9995,22.5,in_stock
SUPREMAARTE,9997,22,in_stock
SUPREMAARTE,9999,20.5,in_stock
SUPREMAARTE,10003,15,in_stock
SUPREMAARTE,10004,22.9,in_stock
SUPREMAARTE,10008,16,in_stock
SUPREMAARTE,10030,22.9,in_stock
SUPREMAARTE,10034,16.5,in_stock
SUPREMAARTE,10087,20.5,in_stock
SUPREMAARTE,10107,20.5,in_stock
SUPREMAARTE,10122,20.5,in_stock
SUPREMAARTE,10221,18.5,in_stock
SUPREMAARTE,10471,20.5,in_stock
SUPREMAARTE,10494,14.9,in_stock
SUPREMAARTE,10588,25.75,in_stock
SUPREMAARTE,10599,21.5,in_stock
SUPREMAARTE,10606,22.9,in_stock
SUPREMAARTE,10691,10.9,in_stock
SUPREMAARTE,10755,22.5,in_stock
SUPREMAARTE,10795,22.9,in_stock
SUPREMAARTE,10805,16.5,in_stock
SUPREMAARTE,10810,20.5,in_stock
SUPREMAARTE,10812,20.5,in_stock
SUPREMAARTE,10813,20.5,in_stock
SUPREMAARTE,10817,20.5,in_stock
SUPREMAARTE,10818,20.5,in_stock
SUPREMAARTE,10875,22.5,in_stock
SUPREMAARTE,10877,22.9,in_stock
SUPREMAARTE,10883,16.5,in_stock
SUPREMAARTE,10888,15.9,in_stock
SUPREMAARTE,11000,25.75,in_stock
SUPREMAARTE,11003,22.9,in_stock
SUPREMAARTE,11020,20.5,in_stock
SUPREMAARTE,11023,21.9,in_stock
SUPREMAARTE,11025,16.5,in_stock
SUPREMAARTE,11043,20,in_stock
SUPREMAARTE,11081,25,in_stock
SUPREMAARTE,11139,19.9,in_stock
SUPREMAARTE,11190,20.5,in_stock
SUPREMAARTE,11191,20.5,in_stock
SUPREMAARTE,11192,20.5,in_stock
SUPREMAARTE,11193,20.5,in_stock
SUPREMAARTE,11221,22.9,in_stock
SUPREMAARTE,11228,16.5,in_stock
SUPREMAARTE,11304,16.5,in_stock
SUPREMAARTE,11307,27.5,in_stock
SUPREMAARTE,11308,17,in_stock
SUPREMAARTE,11393,22.5,in_stock
SUPREMAARTE,11396,20.5,in_stock
SUPREMAARTE,11397,16.5,in_stock
SUPREMAARTE,11449,22.5,in_stock
SUPREMAARTE,11453,20.5,in_stock
SUPREMAARTE,11457,18.6,in_stock
SUPREMAARTE,11480,24.5,in_stock
SUPREMAARTE,11498,12.9,in_stock
SUPREMAARTE,11499,16.5,in_stock
SUPREMAARTE,11505,18.5,in_stock
