store_id	id	price	quantity
RUKATEM	10112	25	1
RUKATEM	GE235	31	0
RUKATEM	GE011	31	9
RUKATEM	G002	31	4
RUKATEM	GE261	31	5
RUKATEM	G329	49	2
RUKATEM	G058	49	2
RUKATEM	GE335	45	2
RUKATEM	A002	49	5
RUKATEM	G080	48	1
RUKATEM	901269	5	3
RUKATEM	1095	3	0
RUKATEM	901222	49	1
RUKATEM	510	7	3
RUKATEM	1034	12	1
RUKATEM	572708	14	0
RUKATEM	11985	9	22
RUKATEM	838	10	6
