ATUALIZAR 																																										
ID	C?digo (SKU)	Descri??o	Unidade	Classifica??o fiscal	Origem	Pre?o	Valor IPI fixo	Observa??es	Situa??o	Estoque	Pre?o de custo	C?d do Fornecedor	Fornecedor	Localiza??o	Estoque m?ximo	Estoque m?nimo	Peso l?quido (Kg)	Peso bruto (Kg)	GTIN/EAN	GTIN/EAN tribut?vel	Descri??o complementar	CEST	C?digo de Enquadramento IPI	Formato embalagem	Largura embalagem	Altura embalagem	Comprimento embalagem	Di?metro embalagem	Tipo do produto	URL imagem 1	URL imagem 2	URL imagem 3	URL imagem 4	URL imagem 5	URL imagem 6	Categoria	C?digo do pai	Varia??es	Marca	Garantia	Sob encomenda	Pre?o promocional
592031198	62	ARO 27,5 LEVEL VZAN DISCO BRANCO 32 FUROS | 000062	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	37	0	;AERO	Ativo	10	27				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/3de541cc83f8ff16390afa1e80f705d5.jpeg						Pe?as e Componentes > Aros > Aro 27,5			VZAN		N?o	0
592033002	724	ARO 29 ABSOLUTE GLANCE DISCO C/ILHOS PRETO 32F | 000724	Un	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	45	0	ISAPA 08/19;DISCO	Ativo	0	26.25				0	2	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/e2254bd9f03858daf3a93d57fe615c00.jpeg						Pe?as e Componentes > Aros > Aro 29			Absolute		N?o	0
594222494	43382	ARO 29 ABSOLUTE GLANCE DISCO C/ILHOS PRETO 36F | 43382	Un	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	99	0	ISAPA 08/19;DISCO	Ativo	0	58.22	43382	ISAPA IMPORTACAO E COMERCIO LTDA		0	2	0.3	0.3	6940194009769	6940194009769	<p>Aro Absolute Glance Disc 29X36F. alum?nio Preto, com ilh?s.</p>			Pacote / Caixa	63	63	3	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/79ba98ebead3e3ec36d6551c7aeb7bfe.jpg						Pe?as e Componentes > Aros > Aro 29			Absolute		N?o	0
592034963	43390	ARO 29 ABSOLUTE SLIDE DISCO S/ILHOS PRETO 32F | 043390	Un	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	57	0	JR 12/19;isapa 08/20;AERO	Ativo	0	26.32				0	2	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/08d052fb70ffee67dfca969f4dfc7ef4.jpeg						Pe?as e Componentes > Aros > Aro 29			Absolute		N?o	0
594226712	43391	ARO 29 ABSOLUTE SLIDE DISCO S/ILHOS PRETO 36F | 43391	Un	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	57	0	JR 12/19;isapa 08/20;AERO	Ativo	0	33.26	43391	ISAPA IMPORTACAO E COMERCIO LTDA		0	2	0.3	0.3	6940194012851	6940194012851	<p>Aro Absolute Slide DISC 29X36F. alum?nio Preto</p>			Pacote / Caixa	63	63	3	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/bcd84d2951ea4fd93fd50f0eee2cac2d.jpg						Pe?as e Componentes > Aros > Aro 29			Absolute		N?o	0
592034733	12650	ARO 29 ELLEVEN RAIL 36 FUROS DISCO PRETO | 012650	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	56	0	JR 11/21;DISCO	Ativo	2	33.9				0	2	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/4fca8baf3cf5e90919ee7d242ffec56f.jpeg						Pe?as e Componentes > Aros > Aro 29			Elleven		N?o	0
592032530	489	ARO 29 EXTREME VZAN DISCO 32F BRANCO | 00489	Un	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	55	0	;JULIO AND?	Ativo	4	26				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/530d246fe40dfbd907d30039ecc02b54.webp						Pe?as e Componentes > Aros > Aro 29			VZAN		N?o	0
592031928	181	ARO 29 EXTREME VZAN DISCO 32F PRETO | 000181	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	61	0	VZAN 04/21;	Ativo	0	37.16				0	2	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/7528799de307d9a6c9d52a3f0ed60617.jpeg						Pe?as e Componentes > Aros > Aro 29			VZAN		N?o	0
668881405	10003	ARO 29 V-NINE VZAN 32F DISCO PRETO | 10003	UN	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	53	0		Ativo	9	31.9	10003	JR Com Bicicletas Aces Ltda SC		0	0	0	0	7898640729879			00.000.00			0	0	0	0	S												N?o	0
592035865	301759	ARO 29 V-NINE VZAN 36F DISCO PRETO | 301759	Un	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	53	0	W SUL 11/19;VZAN 12/19;VZAN 07/20;VZAN 04/21;	Ativo	2	32.44				0	2	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/7bf8b93a1a8083fbc2855011b9642ce3.jpg						Pe?as e Componentes > Aros > Aro 29			VZAN		N?o	0
592032296	364	ARO 29 V-NINE VZAN DISCO BRANCO 32F | 000364	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	32	0	;AERO	Ativo	7	19				0	2	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/25c17c82a1d63be1bf4293625f602630.jpg						Pe?as e Componentes > Aros > Aro 29			VZAN		N?o	0
592031186	59	ARO 29 VMAC V-BRAKE PRETO 36F | 000059	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	36	0	;JR 03/19	Ativo	0	12.9				0	0	0	0	7890013600174		<p>ARO 29 VMAC AERO 36 FUROS V-BRAKE PRETO<br /> <br /> ESPECIFICA??ES:<br /> <br /> - MARCA: VMAC<br /> - PAREDE DUPLA<br /> - PARA ARO 29<br /> - FURA??O: 36 FUROS<br /> - PARA FREIO V-BRAKE<br /> <br /> POR FAVOR, TIRE TODAS AS SUAS D?VIDAS ANTES DE EFETUAR A COMPRA.<br /> <br /> PRODUTO ? PRONTA ENTREGA<br /> <br /> EMITIMOS NOTA FISCAL<br /> <br /> GARANTIA DE 3 MESES</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/d2cb8e784f462a0ceca5fcd6afcbad4d.jpg						Pe?as e Componentes > Aros > Aro 29			VMAC	3 meses	N?o	0
592032300	366	ARO 700 VZAN FLYER V-BRAKE PRETO 32F PRETO | 000366	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	79	0	;SPEED	Ativo	1	25				0	0	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/4fa957ce9b8763d93e96636913b0b154.jpeg						Pe?as e Componentes > Aros > Aro 700			VZAN		N?o	0
592033636	1068	ARO 700 VZAN GTS V-BRAKE 32F PRETO | 001068	Un	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	79	0	;	Ativo	1	29.44				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/78ff093bc37fa4ed56539dea3e81b96d.jpeg						Pe?as e Componentes > Aros > Aro 700			GTS		N?o	0
592035286	70502	ARO 700 VZAN SPIN V-BRAKE 32 FUROS PRETO | 070502	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	55	0	ISAPA 10/19;VZAN 07/20;APEED	Ativo	0	29.44				0	0	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/afcd1d928ed6e07cc5ab6b29300d2fe7.jpeg						Pe?as e Componentes > Aros > Aro 700			VZAN		N?o	0
672842383	10274	ARO 700C FLAY AERO ROAD V-BRAKE 36F PRETO | 10274	UN	8714.92.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	51	0		Ativo	12	30.24	10274	JULIO ANDO & CIA LTDA		0	0	0	0	7898721626776		<p>ARO 700 AERO ROAD 36 FUROS PRETO PARA FREIO SIDE PULL (FERRADURA)</p> <p>MATERIAL: ALUM?NIO 6061</p> <p>V?LVULA: GROSSA 8.5MM (AMERICANA / SCHRADER)</p> <p>FUROS: 36 (FURO 4.5MM FINO)</p> <p>PARA PNEUS 700x20 AT? 700x45</p> <p>TIPO DE PNEU: CLINCHER</p> <p>ETRTO: 622X19MM</p> <p>ERD: 586</p> <p>PESO: 550G</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/d3b23a972e8c87f788aa75240ed62e75.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/c2e356beb5c259084932a096875d0983.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/67d54e16a2b91302e5fe951d513cc555.jpg				Pe?as e Componentes > Aros > Aro 700			FLAY		N?o	0
592033421	946	ARO GTS 700 R-220 V-BRAKE 32F PRETO | 000946	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	47	0	;SPEED	Ativo	0	30				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/caddd83e8ceb6d9f575449307a966c9e.jpeg						Pe?as e Componentes > Aros > Aro 700			GTS		N?o	0
592030365	101132	ARRUELA DE CONVERS?O DE QUADRO OVER P/ STANDARD | 101132	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	5	0	;DIVERSOS	Ativo	13	2.5				0	5	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/06d088ed42e7eb079c075502d8eb61e2.jpeg						Pe?as e Componentes > Outros			CHINA		N?o	0
592030509	110448	ARRUELA LISA DIANT (5/16) Un | 110448	Un	7318.22.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	0.15	0	CAIRU 08/20;JR 11/18	Ativo	148	0.08				0	1	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/81d6510bf56e255e94140dfdb1ab2766.jpeg						Pe?as e Componentes > Cubos			Elleven		N?o	0
592036265	901295	BAGAGEIRO ALUM?NIO 26/28 PRETO C/ REGULAGEM | 901295	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	89	0	JR 07/19;JR 04/19	Ativo	0	49.41				0	1	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/327698ebeac5eb41be47989bf9808fbc.jpeg						Acess?rios/Bikes > Bagageiros			TAIWAN		N?o	0
622755533	17114	BAGAGEIRO ALUMINIO C/REG E BLOCAGEM DE 26-29 PRETO | 017114	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	163	0	TSW 12/21;	Ativo	2	100.9				0	1	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/be33c64357bc405ea954c2f7e2a32d4c.png						Acess?rios/Bikes > Bagageiros			TAIWAN		N?o	0
592030905	148	BAGAGEIRO ALUMINIO FIXO NO CANOTE | 000148	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	95	0	;PRETO,,,	Ativo	0	55				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/f71586a2d6b798ad79f441ceaeda2583.jpeg						Acess?rios/Bikes > Bagageiros			TAIWAN		N?o	0
594136951	BAG-10371	BAGAGEIRO ALUM?NIO MTB REG 26-29 HS | BAG-10371	UN	8714.99.90	1 - Estrangeira - Importa??o direta, exceto a indicada no c?digo 6	112	0		Ativo	1	69	10371	JR Com Bicicletas Aces Ltda SC		0	0	0	0	10371589745		<p><strong>? Porta pacote com mola de press?o</strong></p> <p><strong>? Tamanho de 26-29</strong></p> <p><strong>? Suporte para sinaleira</strong></p> <p><strong>? Medidas: 42 x 14 cm (Comprimento x Largura)</strong></p> <p><strong>? Material: Alum?nio pintado</strong></p> <p><strong>? Cor : preto </strong></p>	00.000.00		Pacote / Caixa	14	0	42	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/c8b6d022fc62d231ce527bf06b54cee2.jpg						Acess?rios/Bikes > Bagageiros			MTB		N?o	0
592031589	1118	BAGAGEIRO DE ALUMINIO 24/29 BICYCLES | 001118	Un	8714.92.00	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	118	0	JR 08/19;P/FREIO DISCO	Ativo	1	62.91				0	1	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/d6abd440615c63acc568f59a1b5edd2a.jpeg						Acess?rios/Bikes > Bagageiros			BELUMI		N?o	0
592033106	769	BAGAGEIRO DE ALUMINIO MINI DT/TRASEIRO | 000769	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	83	0	;MINI	Ativo	0	49				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/ff35cfca13014f76a7aab90534577c12.jpeg						Acess?rios/Bikes > Bagageiros			TAIWAN		N?o	0
592030609	5834	BAGAGEIRO FINO A?O PRETO ARO 29 | 005834	Un	8714.99.90	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	58	0	south 06/20;SOUTH 05/20;FINO	Ativo	5	36.55				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/18f1937fe4d5802e724a503e74672a40.jpeg						Acess?rios/Bikes > Bagageiros			PR? ROLL		N?o	0
592035484	150652	BAGAGEIRO TUB?O RABETA BAIXA PRETO | 150652	Un	8714.99.90	0 - Nacional, exceto as indicadas nos c?digos 3 a 5	49	0	W SUL 03/20;W SUL 12/19;CAIRU 08/20;W SULL 04/19	Ativo	0	30.87				0	2	0	0	7898908384086					Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/f9de0e91d2dba4e25d4cd526896b7e18.jpeg						Acess?rios/Bikes > Bagageiros			PR? ROLL		N?o	0
604383103	BAL-9883	BALANCA DIGITAL PARK TOOL DS-2 | BAL-9883	PC	8423.81.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	419	0		Ativo	0	264.23	39883	ISAPA IMPORTACAO E COMERCIO LTDA		0	0	0	0	763477002822					Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/ba7237dd046b9000e1c6cd4b04c6529f.jpg						Acess?rios/Bikes > Outros Acess?rios			PARK TOLL		N?o	0
592032292	358	BANCO SELIM SELLE ROYAL BEACH 02 MOLAS COM CARRINHO | 000358	Un	8714.95.00	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	50	0	SOUTH 09/19;BARRA	Ativo	3	30.75				0	2	0.67	0.67			<p>- MARCA: SELLE ROYAL</p> <p>- MODELO: BEACH 2 MOLAS</p> <p>- COR: PRETO</p> <p>- COM DUAS MOLAS, PARA REDU??O DE IMPACTO</p> <p>- MATERIAL: BASE DE POLIPROPILENO, ESPUMA DE POLIURETANO</p> <p>- TRILHOS EM A?O DE FACIL MONTAGEM</p> <p>- RESISTENTE A ?GUA</p> <p>- MASSA: 670G</p> <p>- ACOMPANHA CARRINHO DE FIXA??O</p> <p>- DIMENS?ES: 26 X 22 X 7</p> <p>- LINHA: URBANO E PASSEIO</p>			Pacote / Caixa	15	15	15	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/f3ae28360a4bb58de31715e5a0e99f54.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/1cba2e2a51a611fcea361549f885bb2f.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/8f561f039f57b3836ad1ffdea1712517.webp	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/6d868c8a8a59665eb046482db3b79861.webp	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/41def5c036410ba226b04f2d3b44f6e4.webp	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/e1adf9ee6ffd6f07cba4660d2490bab7.jpg	Pe?as e Componentes > Bancos Selins			Selle Royal		N?o	0
668848993	9722	BAR END GTA ERGONOMICO EMBORRACHADO PRETO | 9722	PR	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	25	0		Ativo	3	14.65	9722	JULIO ANDO & CIA LTDA		0	0	0	0	7908005917770		<p>Bar end ergonomico emborrachado preto</p> <p>embalagem: encarte gta</p> <p>medida da ponta do guid?o: 22mm</p> <p>composi??o: alum?nio, revestido emborrachado de tpr</p> <p>marca: gta</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/3592fbddfab28a125c924fa6eec8f6a7.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/26d16cb9f9fa8b296c4da0e35b4ff3f3.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/9ebec1745a4359da019a25580aee921e.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/6117ed3699404f9aeaa67cd033665e79.jpg			Acess?rios/Bikes > Outros Acess?rios			GTA		N?o	0
592031889	153	BAR HAND CURVO ALUMINIO PRETO | 000153	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	24	0	;ISAPA 10/18	Ativo	0	12.91				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/27087afbf3da6ffd34ea1c7c4dfaf065.jpeg						Acess?rios/Bikes > Outros Acess?rios			TAIWAN		N?o	0
592034202	51542	BAR HAND ERGONOMICO ABSOLUTE PRETO | 051542	Par	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	36	0	JR 03/20;isapa 12/21;ISAPA 08/21;ISAPA 01/21;	Ativo	3	22.12				0	2	0	0			<p>BAR END ERGONOMIC EM BORRACHA DUPLA DENSIDADE PRETO (PAR) - ABSOLUTE</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/9cd6a2fdfa9293aaeb5626e827605b01.jpg						Acess?rios/Bikes > Outros Acess?rios			Absolute		N?o	0
592030909	154	BAR HAND RETO PRETO | 000154	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	26	0	;ALUMINIO	Ativo	0	15				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/5748d131da7a1495aa6ac441c4e5e60c.jpeg						Acess?rios/Bikes > Outros Acess?rios			TAIWAN		N?o	0
592035816	44325	BATERIA 30/32 LITIO 3V 220MAH | 044325	Un	8506.50.10	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	2.5	0	ISAPA 09/21;	Ativo	30	1.15				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/791440f3076bce5cfc5cad078b723b39.jpeg						Acess?rios/Bikes > Outros Acess?rios			CHINA		N?o	0
592034354	6515	BICICLETA ALFAMEQ ARO 29 PANDORA 21V PRETO/ROSA TAM-15 N- R225793| 006515	Un	8712.00.10	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	1490	0	cairu 02/21;	Ativo	0	1290				0	0	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/e316d36b7a0652fc8abbfb2663e1632e.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/fc7d9bca7d079ec979af937b6917d394.jpg					Bicicletas > Bicicletas Aro 29			ALFAMEQ		N?o	0
663179075	272022	BICICLETA ARO 26 TRACK COM AMORTECEDOR PRETO/SINZA	Un		2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	500	0		Ativo	0	0				0	0	0	0						Pacote / Caixa	0	0	0	0	S												N?o	0
659024936	654782	BICICLETA ARO 29 ABSOLUTE 21V FEMININA | 654782	Un		2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	1490	0		Ativo	1	0				0	0	0	0			<p>- MARCA: ABSOLUTE</p> <p>- DIMENS?ES: ARO 29 / TAMANHO 15,5</p> <p>- MATERIAL: ALUM?NIO</p> <p>- MARCHAS: 21 (3X7)</p> <p>- FREIO A DISCO</p> <p>- MODELO: HERA (FEMININO)</p> <p>- INDICA??O: MTB/PASSEIO</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/be7e6b93f165608248e6f4515a4c3a5c.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/cbf75685b14d223f3518065d3be8e8e5.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/e8e9f64e5660794f8c8005a6e292f1b9.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/c94203204ececac616895abc1b0db1a7.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/bfaa2c465db34bc90c1bc71abbe0706e.jpg		Bicicletas > Bicicletas Aro 29			Absolute		N?o	0
672343817	654783	BICICLETA ARO 29 ABSOLUTE 24V BRANCA | 654783	Un		2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	1600	0		Ativo	0	0				0	0	0	0			<p>- MARCA: ABSOLUTE</p> <p>- DIMENS?ES: ARO 29 / TAMANHO 17</p> <p>- MATERIAL: ALUM?NIO</p> <p>- MARCHAS: 24 (3X8)</p> <p>- FREIO A DISCO</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/178b64f652bb68650184e1e6851adeea.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/239b78f40caa060791aa0733f99776cd.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/d7c8bad9f5dc25bdacb988037ff3a0de.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/829169e228f8f07a5e359378b2fe5da5.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/f19deba26e157aab69ac74cd7a51f799.jpg		Bicicletas > Bicicletas Aro 29			Absolute		N?o	0
658726775	789123	BICICLETA ARO 29 GTI 24V PRETO/VERMELHO TAM-15 | 789123	Un		2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	1550	0		Ativo	1	0				0	0	0	0			<p>- MARCA: GTI</p> <p>- DIMENS?ES: ARO 29 / TAMANHO 15</p> <p>- MARCHAS: 24 (3X8)</p> <p>- FREIO A DISCO</p> <p>- MODELO: ROMA (MASCULINO)</p> <p>- INDICA??O: MTB/PASSEIO</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/4a7155635431cb6a9414940d6403c34a.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/23b082281de140d3aebc2581004702c6.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/f8938d147094e4a50210a3dfa868912a.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/7fbbb73328037ca6ac470632f25dd5bb.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/057082c436c30b4ce36e82e4c0b26424.jpg		Bicicletas > Bicicletas Aro 29			GTI		N?o	0
592036905	519	BICICLETA SKYRUN MTB PRO ARO 29 PRETO/CINZA TAM-19 1X12V NUM-043256 | 000519	Un	8712.00.10	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	2800	0	;	Ativo	0	1190				0	0	0	0			<p>- MARCA: ALFAMEQ</p> <p>- DIMENS?ES: ARO 29? / TAMANHO 17</p> <p>- MATERIAL: ALUMINIO 6061</p> <p>- MARCHAS: 21 (3X7)</p> <p>- FREIO A DISCO</p> <p>- MODELO: ATX (MASCULINO)</p> <p>- INDICA??O: MTB/PASSEIO</p> <p>- PESO APROXIMADO: 15Kg</p>			Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/537208838af2637a17ddbea8024af7de.jpg	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/28e1637ada60140047f549b35ef12a05.jpg					Bicicletas > Bicicletas Aro 29			ALFAMEQ		N?o	0
592032578	517	BLOCAGEM DA ABRA?ADEIRA DO QUADRO ALUM?NIO POLIDA | 000517	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	4	0	ISAPA 10/19;ADM 06/20;adm 11/20;ALUM?NIO	Ativo	0	1.72				0	2	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/008f9c93a24f75e2edc70da8747bf62d.jpeg						Pe?as e Componentes > Bloc?gens			X-STEK		N?o	0
592030717	19571	BLOCAGEM DA ABRA?ADEIRA DO QUADRO ALUM?NIO PRETA | 019571	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	4	0	ADM 06/20;adm 11/20;ALUM?NIO	Ativo	0	1.82				0	5	0	0						Pacote / Caixa	0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/56b995a0763fa56d671f34cafb00a71b.jpg						Pe?as e Componentes > Bloc?gens			X-STEK		N?o	0
592032582	100519	BLOCAGEM DA ABRA?ADEIRA DO QUADRO KODE ALUM?NIO PRETA | 100519	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	6	0	FERRAROS 03/20;ALIMINIO	Ativo	0	2.7				0	0	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/3ccdbd8463440a7c0779c5a6f51d7c1e.jpeg						Pe?as e Componentes > Bloc?gens			KODE		N?o	0
592032970	702	BLOCAGEM DE EIXO DT VAZADO ALUM?NIO PRETA | 000702	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	7.5	0	cairu 02/21;	Ativo	0	4.59				0	0	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/fca161d89102fb10d3dfd6b71d904c5d.jpeg						Pe?as e Componentes > Eixos			SHUN FENG		N?o	0
592030454	81181	BLOCAGEM DE EIXO TRASEIRO VAZADO ALUM?NIO PRETA | 081181	Un	8714.99.90	2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no c?digo 7	11	0	cairu 02/21;W SUL 06/21;	Ativo	0	7.31				0	1	0	0							0	0	0	0	S	https://anexos.tiny.com.br/erp/NTY5MTc1MzA4/5cd66e8337b20a1117f55b1fd1fd6eef.jpeg						Pe?as e Componentes > Eixos			SHUN FENG		N?o	0
