row_number,store_code,id,price,availability
981,1,56678,125,in_stock
982,1,50886,105,in_stock
983,1,7279,35,out_of_stock
984,1,292,25,in_stock
985,1,1161,170,in_stock
986,1,7588,100,in_stock
987,1,140,35,in_stock
988,1,1129,20,in_stock
989,1,9104,15,out_of_stock
990,1,580,20,in_stock
991,1,51078,85,in_stock
992,1,9861,20,in_stock
993,1,131,20,in_stock
994,1,172,15,in_stock
995,1,108,60,out_of_stock
996,1,8244,20,out_of_stock
997,1,9610,20,out_of_stock
998,1,59652,50,in_stock
999,1,9333,25,out_of_stock
1000,1,53211,5,in_stock
1001,1,8104,5,in_stock
1002,1,4959,85,in_stock
1003,1,10003,70,in_stock
1004,1,1154,40,in_stock
1005,1,9443,65,out_of_stock
1006,1,43173,25,out_of_stock
1007,1,54991,15,in_stock
1008,1,11985,10,in_stock
1009,1,4667,15,in_stock
1010,1,5521,25,in_stock
1011,1,4434,15,in_stock
1012,1,8932,220,in_stock
1013,1,44154,65,in_stock
1014,1,2410,40,in_stock
1015,1,6256,100,in_stock
1016,1,1321,65,in_stock
1017,1,6047,10,in_stock
1018,1,3997,30,in_stock
1019,1,50168,160,in_stock
1020,1,3999,40,in_stock
1021,1,835,5,in_stock
1022,1,186,35,in_stock
1023,1,764,5,in_stock
1024,1,757,5,in_stock
1025,1,624,5,in_stock
1026,1,8184,5,in_stock
1027,1,4,70,out_of_stock
1028,1,778,5,in_stock
1029,1,813,10,out_of_stock
1030,1,39872,30,in_stock
1031,1,42997,15,in_stock
1032,1,9103,190,in_stock
1033,1,564,60,out_of_stock
1034,1,4087,40,out_of_stock
1035,1,9728,10,out_of_stock
1036,1,44363,20,in_stock
1037,1,44366,25,in_stock
1038,1,44958,25,in_stock
1039,1,382,15,in_stock
1040,1,56678,125,in_stock
1041,1,50886,105,in_stock
1042,1,7279,35,out_of_stock
1043,1,292,25,in_stock
1044,1,1161,170,in_stock
1045,1,7588,100,in_stock
1046,1,140,35,in_stock
1047,1,1129,20,in_stock
1048,1,9104,15,out_of_stock
1049,1,580,20,in_stock
1050,1,51078,85,in_stock
1051,1,9861,20,in_stock
1052,1,131,20,in_stock
1053,1,172,15,in_stock
1054,1,108,60,out_of_stock
1055,1,8244,20,out_of_stock
1056,1,9610,20,out_of_stock
1057,1,59652,50,in_stock
1058,1,9333,25,out_of_stock
1059,1,53211,5,in_stock
1060,1,8104,5,in_stock
1061,1,4959,85,in_stock
1062,1,10003,70,in_stock
1063,1,1154,40,in_stock
1064,1,9443,65,out_of_stock
1065,1,43173,25,out_of_stock
1066,1,54991,15,in_stock
1067,1,11985,10,in_stock
1068,1,4667,15,in_stock
1069,1,5521,25,in_stock
1070,1,4434,15,in_stock
1071,1,8932,220,in_stock
1072,1,44154,65,in_stock
1073,1,2410,40,in_stock
1074,1,6256,100,in_stock
1075,1,1321,65,in_stock
1076,1,6047,10,in_stock
1077,1,3997,30,in_stock
1078,1,50168,160,in_stock
1079,1,3999,40,in_stock
1080,1,835,5,in_stock
1081,1,186,35,in_stock
1082,1,764,5,in_stock
1083,1,757,5,in_stock
1084,1,624,5,in_stock
1085,1,8184,5,in_stock
1086,1,4,70,out_of_stock
1087,1,778,5,in_stock
1088,1,813,10,out_of_stock
1089,1,39872,30,in_stock
1090,1,42997,15,in_stock
1091,1,9103,190,in_stock
1092,1,564,60,out_of_stock
1093,1,4087,40,out_of_stock
1094,1,9728,10,out_of_stock
1095,1,44363,20,in_stock
1096,1,44366,25,in_stock
1097,1,44958,25,in_stock
1098,1,382,15,in_stock
1099,1,56678,125,in_stock
1100,1,50886,105,in_stock
1101,1,7279,35,out_of_stock
1102,1,292,25,in_stock
1103,1,1161,170,in_stock
1104,1,7588,100,in_stock
1105,1,140,35,in_stock
1106,1,1129,20,in_stock
1107,1,9104,15,out_of_stock
1108,1,580,20,in_stock
1109,1,51078,85,in_stock
1110,1,9861,20,in_stock
1111,1,131,20,in_stock
1112,1,172,15,in_stock
1113,1,108,60,out_of_stock
1114,1,8244,20,out_of_stock
1115,1,9610,20,out_of_stock
1116,1,59652,50,in_stock
1117,1,9333,25,out_of_stock
1118,1,53211,5,in_stock
1119,1,8104,5,in_stock
1120,1,4959,85,in_stock
1121,1,10003,70,in_stock
1122,1,1154,40,in_stock
1123,1,9443,65,out_of_stock
1124,1,43173,25,out_of_stock
1125,1,54991,15,in_stock
1126,1,11985,10,in_stock
1127,1,4667,15,in_stock
1128,1,5521,25,in_stock
1129,1,4434,15,in_stock
1130,1,8932,220,in_stock
1131,1,44154,65,in_stock
1132,1,2410,40,in_stock
1133,1,6256,100,in_stock
1134,1,1321,65,in_stock
1135,1,6047,10,in_stock
1136,1,3997,30,in_stock
1137,1,50168,160,in_stock
1138,1,3999,40,in_stock
1139,1,835,5,in_stock
1140,1,186,35,in_stock
1141,1,764,5,in_stock
1142,1,757,5,in_stock
1143,1,624,5,in_stock
1144,1,8184,5,in_stock
1145,1,4,70,out_of_stock
1146,1,778,5,in_stock
1147,1,813,10,out_of_stock
1148,1,39872,30,in_stock
1149,1,42997,15,in_stock
1150,1,9103,190,in_stock
1151,1,564,60,out_of_stock
1152,1,4087,40,out_of_stock
1153,1,9728,10,out_of_stock
1154,1,44363,20,in_stock
1155,1,44366,25,in_stock
1156,1,44958,25,in_stock
1157,1,382,15,in_stock
1158,1,56678,125,in_stock
1159,1,50886,105,in_stock
1160,1,7279,35,out_of_stock
1161,1,292,25,in_stock
1162,1,1161,170,in_stock
1163,1,7588,100,in_stock
1164,1,140,35,in_stock
1165,1,1129,20,in_stock
1166,1,9104,15,out_of_stock
1167,1,580,20,in_stock
1168,1,51078,85,in_stock
1169,1,9861,20,in_stock
1170,1,131,20,in_stock
1171,1,172,15,in_stock
1172,1,108,60,out_of_stock
1173,1,8244,20,out_of_stock
1174,1,9610,20,out_of_stock
1175,1,59652,50,in_stock
1176,1,9333,25,out_of_stock
1177,1,53211,5,in_stock
1178,1,8104,5,in_stock
1179,1,4959,85,in_stock
1180,1,10003,70,in_stock
1181,1,1154,40,in_stock
1182,1,9443,65,out_of_stock
1183,1,43173,25,out_of_stock
1184,1,54991,15,in_stock
1185,1,11985,10,in_stock
1186,1,4667,15,in_stock
1187,1,5521,25,in_stock
1188,1,4434,15,in_stock
1189,1,8932,220,in_stock
1190,1,44154,65,in_stock
1191,1,2410,40,in_stock
1192,1,6256,100,in_stock
1193,1,1321,65,in_stock
1194,1,6047,10,in_stock
1195,1,3997,30,in_stock
1196,1,50168,160,in_stock
1197,1,3999,40,in_stock
1198,1,835,5,in_stock
1199,1,186,35,in_stock
1200,1,764,5,in_stock
1201,1,757,5,in_stock
1202,1,624,5,in_stock
1203,1,8184,5,in_stock
1204,1,4,70,out_of_stock
1205,1,778,5,in_stock
1206,1,813,10,out_of_stock
1207,1,39872,30,in_stock
1208,1,42997,15,in_stock
1209,1,9103,190,in_stock
1210,1,564,60,out_of_stock
1211,1,4087,40,out_of_stock
1212,1,9728,10,out_of_stock
1213,1,44363,20,in_stock
1214,1,44366,25,in_stock
1215,1,44958,25,in_stock
1216,1,382,15,in_stock
1217,1,56678,125,in_stock
1218,1,50886,105,in_stock
1219,1,7279,35,out_of_stock
1220,1,292,25,in_stock
1221,1,1161,170,in_stock
1222,1,7588,100,in_stock
1223,1,140,35,in_stock
1224,1,1129,20,in_stock
1225,1,9104,15,out_of_stock
1226,1,580,20,in_stock
1227,1,51078,85,in_stock
1228,1,9861,20,in_stock
1229,1,131,20,in_stock
1230,1,172,15,in_stock
1231,1,108,60,out_of_stock
1232,1,8244,20,out_of_stock
1233,1,9610,20,out_of_stock
1234,1,59652,50,in_stock
1235,1,9333,25,out_of_stock
1236,1,53211,5,in_stock
1237,1,8104,5,in_stock
1238,1,4959,85,in_stock
1239,1,10003,70,in_stock
1240,1,1154,40,in_stock
1241,1,9443,65,out_of_stock
1242,1,43173,25,out_of_stock
1243,1,54991,15,in_stock
1244,1,11985,10,in_stock
1245,1,4667,15,in_stock
1246,1,5521,25,in_stock
1247,1,4434,15,in_stock
1248,1,8932,220,in_stock
1249,1,44154,65,in_stock
1250,1,2410,40,in_stock
1251,1,6256,100,in_stock
1252,1,1321,65,in_stock
1253,1,6047,10,in_stock
1254,1,3997,30,in_stock
1255,1,50168,160,in_stock
1256,1,3999,40,in_stock
1257,1,835,5,in_stock
1258,1,186,35,in_stock
1259,1,764,5,in_stock
1260,1,757,5,in_stock
1261,1,624,5,in_stock
1262,1,8184,5,in_stock
1263,1,4,70,out_of_stock
1264,1,778,5,in_stock
1265,1,813,10,out_of_stock
1266,1,39872,30,in_stock
1267,1,42997,15,in_stock
1268,1,9103,190,in_stock
1269,1,564,60,out_of_stock
1270,1,4087,40,out_of_stock
1271,1,9728,10,out_of_stock
1272,1,44363,20,in_stock
1273,1,44366,25,in_stock
1274,1,44958,25,in_stock
1275,1,382,15,in_stock
1276,1,56678,125,in_stock
1277,1,50886,105,in_stock
1278,1,7279,35,out_of_stock
1279,1,292,25,in_stock
1280,1,1161,170,in_stock
1281,1,7588,100,in_stock
1282,1,140,35,in_stock
1283,1,1129,20,in_stock
1284,1,9104,15,out_of_stock
1285,1,580,20,in_stock
1286,1,51078,85,in_stock
1287,1,9861,20,in_stock
1288,1,131,20,in_stock
1289,1,172,15,in_stock
1290,1,108,60,out_of_stock
1291,1,8244,20,out_of_stock
1292,1,9610,20,out_of_stock
1293,1,59652,50,in_stock
1294,1,9333,25,out_of_stock
1295,1,53211,5,in_stock
1296,1,8104,5,in_stock
1297,1,4959,85,in_stock
1298,1,10003,70,in_stock
1299,1,1154,40,in_stock
1300,1,9443,65,out_of_stock
1301,1,43173,25,out_of_stock
1302,1,54991,15,in_stock
1303,1,4667,15,in_stock
1304,1,5521,25,in_stock
1305,1,4434,15,in_stock
1306,1,8932,220,in_stock
1307,1,44154,65,in_stock
1308,1,2410,40,in_stock
1309,1,6256,100,in_stock
1310,1,1321,65,in_stock
1311,1,6047,10,in_stock
1312,1,3997,30,in_stock
1313,1,50168,160,in_stock
1314,1,3999,40,in_stock
1315,1,835,5,in_stock
1316,1,186,35,in_stock
1317,1,764,5,in_stock
1318,1,757,5,in_stock
1319,1,624,5,in_stock
1320,1,8184,5,in_stock
1321,1,4,70,out_of_stock
1322,1,778,5,in_stock
1323,1,813,10,out_of_stock
1324,1,39872,30,in_stock
1325,1,42997,15,in_stock
1326,1,9103,190,in_stock
1327,1,564,60,out_of_stock
1328,1,4087,40,out_of_stock
1329,1,9728,10,out_of_stock
1330,1,44363,20,in_stock
1331,1,44366,25,in_stock
1332,1,44958,25,in_stock
1333,1,382,15,in_stock
1334,1,56678,125,in_stock
1335,1,50886,105,in_stock
1336,1,7279,35,out_of_stock
1337,1,292,25,in_stock
1338,1,1161,170,in_stock
1339,1,7588,100,in_stock
1340,1,140,35,in_stock
1341,1,1129,20,in_stock
1342,1,9104,15,out_of_stock
1343,1,580,20,in_stock
1344,1,51078,85,in_stock
1345,1,9861,20,in_stock
1346,1,131,20,in_stock
1347,1,172,15,in_stock
1348,1,108,60,out_of_stock
1349,1,8244,20,out_of_stock
1350,1,9610,20,out_of_stock
1351,1,59652,50,in_stock
1352,1,9333,25,out_of_stock
1353,1,53211,5,in_stock
1354,1,8104,5,in_stock
1355,1,4959,85,in_stock
1356,1,10003,70,in_stock
1357,1,1154,40,in_stock
1358,1,9443,65,out_of_stock
1359,1,43173,25,out_of_stock
1360,1,54991,15,in_stock
1361,1,11985,10,in_stock
1362,1,4667,15,in_stock
1363,1,5521,25,in_stock
1364,1,4434,15,in_stock
1365,1,8932,220,in_stock
1366,1,44154,65,in_stock
1367,1,2410,40,in_stock
1368,1,6256,100,in_stock
1369,1,1321,65,in_stock
1370,1,6047,10,in_stock
1371,1,3997,30,in_stock
1372,1,50168,160,in_stock
1373,1,3999,40,in_stock
1374,1,835,5,in_stock
1375,1,186,35,in_stock
1376,1,764,5,in_stock
1377,1,757,5,in_stock
1378,1,624,5,in_stock
1379,1,8184,5,in_stock
1380,1,4,70,out_of_stock
1381,1,778,5,in_stock
1382,1,813,10,out_of_stock
1383,1,39872,30,in_stock
1384,1,42997,15,in_stock
1385,1,9103,190,in_stock
1386,1,564,60,out_of_stock
1387,1,4087,40,out_of_stock
1388,1,9728,10,out_of_stock
1389,1,44363,20,in_stock
1390,1,44366,25,in_stock
1391,1,44958,25,in_stock
1392,1,382,15,in_stock
1393,1,56678,125,in_stock
1394,1,50886,105,in_stock
1395,1,7279,35,out_of_stock
1396,1,292,25,in_stock
1397,1,1161,170,in_stock
1398,1,7588,100,in_stock
1399,1,140,35,in_stock
1400,1,1129,20,in_stock
1401,1,9104,15,out_of_stock
1402,1,580,20,in_stock
1403,1,51078,85,in_stock
1404,1,9861,20,in_stock
1405,1,131,20,in_stock
1406,1,172,15,in_stock
1407,1,108,60,out_of_stock
1408,1,8244,20,out_of_stock
1409,1,9610,20,out_of_stock
1410,1,59652,50,in_stock
1411,1,9333,25,out_of_stock
1412,1,53211,5,in_stock
1413,1,8104,5,in_stock
1414,1,4959,85,in_stock
1415,1,10003,70,in_stock
1416,1,1154,40,in_stock
1417,1,9443,65,out_of_stock
1418,1,43173,25,out_of_stock
1419,1,54991,15,in_stock
1420,1,4667,15,in_stock
1421,1,5521,25,in_stock
1422,1,4434,15,in_stock
1423,1,8932,220,out_of_stock
1424,1,44154,65,in_stock
1425,1,2410,40,in_stock
1426,1,6256,100,in_stock
1427,1,1321,65,in_stock
1428,1,6047,10,in_stock
1429,1,3997,30,in_stock
1430,1,50168,160,in_stock
1431,1,3999,40,in_stock
1432,1,835,5,in_stock
1433,1,186,35,in_stock
1434,1,764,5,in_stock
1435,1,757,5,in_stock
1436,1,624,5,in_stock
1437,1,8184,5,in_stock
1438,1,4,70,out_of_stock
1439,1,778,5,in_stock
1440,1,813,10,out_of_stock
1441,1,39872,30,in_stock
1442,1,42997,15,in_stock
1443,1,9103,190,in_stock
1444,1,564,60,out_of_stock
1445,1,4087,40,out_of_stock
1446,1,9728,10,out_of_stock
1447,1,44363,20,in_stock
1448,1,44366,25,in_stock
1449,1,44958,25,in_stock
1450,1,382,15,in_stock
1451,1,56678,125,in_stock
1452,1,50886,105,in_stock
1453,1,7279,35,out_of_stock
1454,1,292,25,in_stock
1455,1,1161,170,in_stock
1456,1,7588,100,in_stock
1457,1,140,35,in_stock
1458,1,1129,20,in_stock
1459,1,9104,15,out_of_stock
1460,1,580,20,in_stock
1461,1,51078,85,in_stock
1462,1,9861,20,in_stock
1463,1,131,20,in_stock
1464,1,172,15,in_stock
1465,1,108,60,out_of_stock
1466,1,8244,20,out_of_stock
1467,1,9610,20,out_of_stock
1468,1,59652,50,in_stock
1469,1,9333,25,out_of_stock
1470,1,53211,5,in_stock
1471,1,8104,5,in_stock
1472,1,4959,85,in_stock
1473,1,10003,70,in_stock
1474,1,1154,40,in_stock
1475,1,9443,65,out_of_stock
1476,1,43173,25,out_of_stock
1477,1,54991,15,in_stock
1478,1,11985,10,in_stock
1479,1,4667,15,in_stock
1480,1,5521,25,in_stock
1481,1,4434,15,in_stock
1482,1,8932,220,out_of_stock
1483,1,44154,65,in_stock
1484,1,2410,40,in_stock
1485,1,6256,100,in_stock
1486,1,1321,65,in_stock
1487,1,6047,10,in_stock
1488,1,3997,30,in_stock
1489,1,50168,160,in_stock
1490,1,3999,40,in_stock
1491,1,835,5,in_stock
1492,1,186,35,in_stock
1493,1,764,5,in_stock
1494,1,757,5,out_of_stock
1495,1,624,5,in_stock
1496,1,8184,5,in_stock
1497,1,4,70,out_of_stock
1498,1,778,5,in_stock
1499,1,813,10,out_of_stock
1500,1,39872,30,in_stock
1501,1,42997,15,in_stock
1502,1,9103,190,in_stock
1503,1,564,60,out_of_stock
1504,1,4087,40,out_of_stock
1505,1,9728,10,out_of_stock
1506,1,44363,20,in_stock
1507,1,44366,25,in_stock
1508,1,44958,25,in_stock
1509,1,382,15,in_stock
1510,1,56678,125,in_stock
1511,1,50886,105,in_stock
1512,1,7279,35,out_of_stock
1513,1,292,25,in_stock
1514,1,1161,170,in_stock
1515,1,7588,100,in_stock
1516,1,140,35,in_stock
1517,1,1129,20,in_stock
1518,1,9104,15,out_of_stock
1519,1,580,20,in_stock
1520,1,51078,85,in_stock
1521,1,9861,20,in_stock
1522,1,131,20,in_stock
1523,1,172,15,in_stock
1524,1,108,60,out_of_stock
1525,1,8244,20,out_of_stock
1526,1,9610,20,out_of_stock
1527,1,59652,50,in_stock
1528,1,9333,25,out_of_stock
1529,1,53211,5,in_stock
1530,1,8104,5,in_stock
1531,1,4959,85,in_stock
1532,1,10003,70,in_stock
1533,1,1154,40,in_stock
1534,1,9443,65,out_of_stock
1535,1,43173,25,out_of_stock
1536,1,54991,15,in_stock
1537,1,11985,10,in_stock
1538,1,4667,15,in_stock
1539,1,5521,25,in_stock
1540,1,4434,15,in_stock
1541,1,8932,220,out_of_stock
1542,1,44154,65,in_stock
1543,1,2410,40,in_stock
1544,1,6256,100,in_stock
1545,1,1321,65,in_stock
1546,1,6047,10,in_stock
1547,1,3997,30,in_stock
1548,1,50168,160,in_stock
1549,1,3999,40,in_stock
1550,1,835,5,in_stock
1551,1,186,35,in_stock
1552,1,764,5,in_stock
1553,1,757,5,out_of_stock
1554,1,624,5,in_stock
1555,1,8184,5,in_stock
1556,1,4,70,out_of_stock
1557,1,778,5,in_stock
1558,1,813,10,out_of_stock
1559,1,39872,30,in_stock
1560,1,42997,15,in_stock
1561,1,9103,190,in_stock
1562,1,564,60,out_of_stock
1563,1,4087,40,out_of_stock
1564,1,9728,10,out_of_stock
1565,1,44363,20,in_stock
1566,1,44366,25,in_stock
1567,1,44958,25,in_stock
1568,1,382,15,in_stock
1569,1,56678,125,in_stock
1570,1,50886,105,in_stock
1571,1,7279,35,out_of_stock
1572,1,292,25,in_stock
1573,1,1161,170,in_stock
1574,1,7588,100,in_stock
1575,1,140,35,in_stock
1576,1,1129,20,in_stock
1577,1,9104,15,out_of_stock
1578,1,580,20,in_stock
1579,1,51078,85,in_stock
1580,1,9861,20,in_stock
1581,1,131,20,in_stock
1582,1,172,15,in_stock
1583,1,108,60,out_of_stock
1584,1,8244,20,out_of_stock
1585,1,9610,20,out_of_stock
1586,1,59652,50,in_stock
1587,1,9333,25,out_of_stock
1588,1,53211,5,in_stock
1589,1,8104,5,in_stock
1590,1,4959,85,in_stock
1591,1,10003,70,in_stock
1592,1,1154,40,in_stock
1593,1,9443,65,out_of_stock
1594,1,43173,25,out_of_stock
1595,1,54991,15,in_stock
1596,1,4667,15,in_stock
1597,1,5521,25,in_stock
1598,1,4434,15,in_stock
1599,1,8932,220,out_of_stock
1600,1,44154,65,in_stock
1601,1,2410,40,in_stock
1602,1,6256,100,in_stock
1603,1,1321,65,in_stock
1604,1,6047,10,in_stock
1605,1,3997,30,in_stock
1606,1,50168,160,in_stock
1607,1,3999,40,in_stock
1608,1,835,5,in_stock
1609,1,186,35,in_stock
1610,1,764,5,in_stock
1611,1,757,5,out_of_stock
1612,1,624,5,in_stock
1613,1,8184,5,in_stock
1614,1,4,70,out_of_stock
1615,1,778,5,in_stock
1616,1,813,10,out_of_stock
1617,1,39872,30,in_stock
1618,1,42997,15,in_stock
1619,1,9103,190,in_stock
1620,1,564,60,out_of_stock
1621,1,4087,40,out_of_stock
1622,1,9728,10,out_of_stock
1623,1,44363,20,in_stock
1624,1,44366,25,in_stock
1625,1,44958,25,in_stock
1626,1,382,15,in_stock
1627,1,56678,125,in_stock
1628,1,50886,105,in_stock
1629,1,7279,35,out_of_stock
1630,1,292,25,in_stock
1631,1,1161,170,in_stock
1632,1,7588,100,in_stock
1633,1,140,35,in_stock
1634,1,1129,20,in_stock
1635,1,9104,15,out_of_stock
1636,1,580,20,in_stock
1637,1,51078,85,in_stock
1638,1,9861,20,in_stock
1639,1,131,20,in_stock
1640,1,172,15,in_stock
1641,1,108,60,out_of_stock
1642,1,8244,20,out_of_stock
1643,1,9610,20,out_of_stock
1644,1,59652,50,in_stock
1645,1,9333,25,out_of_stock
1646,1,53211,5,in_stock
1647,1,8104,5,in_stock
1648,1,4959,85,in_stock
1649,1,10003,70,in_stock
1650,1,1154,40,in_stock
1651,1,9443,65,out_of_stock
1652,1,43173,25,out_of_stock
1653,1,54991,15,in_stock
1654,1,4667,15,in_stock
1655,1,5521,25,in_stock
1656,1,4434,15,in_stock
1657,1,8932,220,out_of_stock
1658,1,44154,65,in_stock
1659,1,2410,40,in_stock
1660,1,6256,100,in_stock
1661,1,1321,65,in_stock
1662,1,6047,10,in_stock
1663,1,3997,30,in_stock
1664,1,50168,160,in_stock
1665,1,3999,40,in_stock
1666,1,835,5,in_stock
1667,1,186,35,in_stock
1668,1,764,5,in_stock
1669,1,757,5,out_of_stock
1670,1,624,5,in_stock
1671,1,8184,5,in_stock
1672,1,4,70,out_of_stock
1673,1,778,5,in_stock
1674,1,813,10,out_of_stock
1675,1,39872,30,in_stock
1676,1,42997,15,in_stock
1677,1,9103,190,in_stock
1678,1,564,60,out_of_stock
1679,1,4087,40,out_of_stock
1680,1,9728,10,out_of_stock
1681,1,44363,20,in_stock
1682,1,44366,25,in_stock
1683,1,44958,25,in_stock
1684,1,382,15,in_stock
1685,1,56678,125,in_stock
1686,1,50886,105,in_stock
1687,1,7279,35,out_of_stock
1688,1,292,25,in_stock
1689,1,1161,170,in_stock
1690,1,7588,100,in_stock
1691,1,140,35,in_stock
1692,1,1129,20,in_stock
1693,1,9104,15,out_of_stock
1694,1,580,20,in_stock
1695,1,51078,85,in_stock
1696,1,9861,20,in_stock
1697,1,131,20,in_stock
1698,1,172,15,in_stock
1699,1,108,60,out_of_stock
1700,1,8244,20,out_of_stock
1701,1,9610,20,out_of_stock
1702,1,59652,50,in_stock
1703,1,9333,25,out_of_stock
1704,1,53211,5,in_stock
1705,1,8104,5,in_stock
1706,1,4959,85,in_stock
1707,1,10003,70,in_stock
1708,1,1154,40,in_stock
1709,1,9443,65,out_of_stock
1710,1,43173,25,out_of_stock
1711,1,54991,15,in_stock
1712,1,11985,10,in_stock
1713,1,4667,15,in_stock
1714,1,5521,25,in_stock
1715,1,4434,15,in_stock
1716,1,8932,220,out_of_stock
1717,1,44154,65,in_stock
1718,1,2410,40,in_stock
1719,1,6256,100,in_stock
1720,1,1321,65,in_stock
1721,1,6047,10,in_stock
1722,1,3997,30,in_stock
1723,1,50168,160,in_stock
1724,1,3999,40,in_stock
1725,1,835,5,in_stock
1726,1,186,35,in_stock
1727,1,764,5,in_stock
1728,1,757,5,out_of_stock
1729,1,624,5,in_stock
1730,1,8184,5,in_stock
1731,1,4,70,out_of_stock
1732,1,778,5,in_stock
1733,1,813,10,out_of_stock
1734,1,39872,30,in_stock
1735,1,42997,15,in_stock
1736,1,9103,190,in_stock
1737,1,564,60,out_of_stock
1738,1,4087,40,out_of_stock
1739,1,9728,10,out_of_stock
1740,1,44363,20,in_stock
1741,1,44366,25,in_stock
1742,1,44958,25,in_stock
1743,1,382,15,in_stock
1744,1,56678,125,in_stock
1745,1,50886,105,in_stock
1746,1,7279,35,out_of_stock
1747,1,292,25,in_stock
1748,1,1161,170,in_stock
1749,1,7588,100,in_stock
1750,1,140,35,in_stock
1751,1,1129,20,in_stock
1752,1,9104,15,out_of_stock
1753,1,580,20,in_stock
1754,1,51078,85,in_stock
1755,1,9861,20,in_stock
1756,1,131,20,in_stock
1757,1,172,15,in_stock
1758,1,108,60,out_of_stock
1759,1,8244,20,out_of_stock
1760,1,9610,20,out_of_stock
1761,1,59652,50,in_stock
1762,1,9333,25,out_of_stock
1763,1,53211,5,in_stock
1764,1,8104,5,in_stock
1765,1,4959,85,in_stock
1766,1,10003,70,in_stock
1767,1,1154,40,in_stock
1768,1,9443,65,out_of_stock
1769,1,43173,25,out_of_stock
1770,1,54991,15,in_stock
1771,1,11985,10,in_stock
1772,1,4667,15,in_stock
1773,1,5521,25,in_stock
1774,1,4434,15,in_stock
1775,1,8932,220,out_of_stock
1776,1,44154,65,in_stock
1777,1,2410,40,in_stock
1778,1,6256,100,in_stock
1779,1,1321,65,in_stock
1780,1,6047,10,in_stock
1781,1,3997,30,in_stock
1782,1,50168,160,in_stock
1783,1,3999,40,in_stock
1784,1,835,5,in_stock
1785,1,186,35,in_stock
1786,1,764,5,in_stock
1787,1,757,5,out_of_stock
1788,1,624,5,in_stock
1789,1,8184,5,in_stock
1790,1,4,70,out_of_stock
1791,1,778,5,in_stock
1792,1,813,10,out_of_stock
1793,1,39872,30,in_stock
1794,1,42997,15,in_stock
1795,1,9103,190,in_stock
1796,1,564,60,out_of_stock
1797,1,4087,40,out_of_stock
1798,1,9728,10,out_of_stock
1799,1,44363,20,in_stock
1800,1,44366,25,in_stock
1801,1,44958,25,in_stock
1802,1,382,15,in_stock
1803,1,56678,125,in_stock
1804,1,50886,105,in_stock
1805,1,7279,35,out_of_stock
1806,1,292,25,in_stock
1807,1,1161,170,in_stock
1808,1,7588,100,in_stock
1809,1,140,35,in_stock
1810,1,1129,20,in_stock
1811,1,9104,15,out_of_stock
1812,1,580,20,in_stock
1813,1,51078,85,in_stock
1814,1,9861,20,in_stock
1815,1,131,20,in_stock
1816,1,172,15,in_stock
1817,1,108,60,out_of_stock
1818,1,8244,20,out_of_stock
1819,1,9610,20,out_of_stock
1820,1,59652,50,in_stock
1821,1,9333,25,out_of_stock
1822,1,53211,5,in_stock
1823,1,8104,5,in_stock
1824,1,4959,85,in_stock
1825,1,10003,70,in_stock
1826,1,1154,40,in_stock
1827,1,9443,65,out_of_stock
1828,1,43173,25,out_of_stock
1829,1,54991,15,in_stock
1830,1,4667,15,in_stock
1831,1,5521,25,in_stock
1832,1,4434,15,in_stock
1833,1,8932,220,out_of_stock
1834,1,44154,65,in_stock
1835,1,2410,40,in_stock
1836,1,6256,100,in_stock
1837,1,1321,65,in_stock
1838,1,6047,10,in_stock
1839,1,3997,30,in_stock
1840,1,50168,160,in_stock
1841,1,3999,40,in_stock
1842,1,835,5,in_stock
1843,1,186,35,in_stock
1844,1,764,5,in_stock
1845,1,757,5,out_of_stock
1846,1,624,5,in_stock
1847,1,8184,5,in_stock
1848,1,4,70,out_of_stock
1849,1,778,5,in_stock
1850,1,813,10,out_of_stock
1851,1,39872,30,in_stock
1852,1,42997,15,in_stock
1853,1,9103,190,in_stock
1854,1,564,60,out_of_stock
1855,1,4087,40,out_of_stock
1856,1,9728,10,out_of_stock
1857,1,44363,20,in_stock
1858,1,44366,25,in_stock
1859,1,44958,25,in_stock
1860,1,382,15,in_stock
1861,1,56678,125,in_stock
1862,1,50886,105,in_stock
1863,1,7279,35,out_of_stock
1864,1,292,25,in_stock
1865,1,1161,170,in_stock
1866,1,7588,100,in_stock
1867,1,140,35,in_stock
1868,1,1129,20,in_stock
1869,1,9104,15,out_of_stock
1870,1,580,20,in_stock
1871,1,51078,85,in_stock
1872,1,9861,20,in_stock
1873,1,131,20,in_stock
1874,1,172,15,in_stock
1875,1,108,60,out_of_stock
1876,1,8244,20,out_of_stock
1877,1,9610,20,out_of_stock
1878,1,59652,50,in_stock
1879,1,9333,25,out_of_stock
1880,1,53211,5,in_stock
1881,1,8104,5,in_stock
1882,1,4959,85,in_stock
1883,1,10003,70,in_stock
1884,1,1154,40,in_stock
1885,1,9443,65,out_of_stock
1886,1,43173,25,out_of_stock
1887,1,54991,15,in_stock
1888,1,11985,10,in_stock
1889,1,4667,15,in_stock
1890,1,5521,25,in_stock
1891,1,4434,15,in_stock
1892,1,8932,220,out_of_stock
1893,1,44154,65,in_stock
1894,1,2410,40,in_stock
1895,1,6256,100,in_stock
1896,1,1321,65,in_stock
1897,1,6047,10,in_stock
1898,1,3997,30,in_stock
1899,1,50168,160,in_stock
1900,1,3999,40,in_stock
